업종,상호,지번주소,도로명주소
일반음식점,꾸이꾸이껍데기,"서울특별시 중랑구 용마산로115길 60, 1층 (망우동)",서울특별시 중랑구 망우동 490-26 지상1층 
일반음식점,식껍중랑망우점,서울특별시 중랑구 용마산로115길 92 (망우동),서울특별시 중랑구 망우동 490-13 
일반음식점,강원도곰배령막걸리,서울특별시 중랑구 용마산로117길 40 (신내동),서울특별시 중랑구 신내동 494-25 
일반음식점,와오뎅,서울특별시 중랑구 사가정로52길 11 (면목동),서울특별시 중랑구 면목동 634-13 
일반음식점,꿀꿀부라더스족발,서울특별시 중랑구 망우로50길 32 (상봉동),서울특별시 중랑구 상봉동 90-12 
일반음식점,묵동곱창,서울특별시 중랑구 공릉로12길 16 (묵동),서울특별시 중랑구 묵동 58-13 
일반음식점,(양)동촌,"서울특별시 중랑구 동일로 777, 2층 (중화동)",서울특별시 중랑구 중화동 303-16 
일반음식점,독도쭈꾸미,서울특별시 중랑구 망우로42길 10 (상봉동),서울특별시 중랑구 상봉동 118-1 
일반음식점,즉석우동전문점,"서울특별시 중랑구 동일로 774, 1층 (중화동)",서울특별시 중랑구 중화동 294-9 1층 
일반음식점,신성식당,서울특별시 중랑구 겸재로 202 (면목동),서울특별시 중랑구 면목동 105-3 
일반음식점,제주구둘짱삼겹,서울특별시 중랑구 중랑역로 193 (묵동),서울특별시 중랑구 묵동 240-33 
일반음식점,장충족발감자탕,서울특별시 중랑구 중랑역로 77 (중화동),서울특별시 중랑구 중화동 312-128 
일반음식점,옛골,서울특별시 중랑구 용마산로115길 71 (망우동),서울특별시 중랑구 망우동 491-37 
일반음식점,용가네순대국,서울특별시 중랑구 망우로30길 22 (상봉동),서울특별시 중랑구 상봉동 136-84 
일반음식점,초원,서울특별시 중랑구 사가정로 371-1 (면목동),서울특별시 중랑구 면목동 605-32 
일반음식점,상봉어묵당,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 
일반음식점,조약돌,서울특별시 중랑구 면목로37길 13 (면목동),서울특별시 중랑구 면목동 655-5 
일반음식점,청담수산마켓,서울특별시 중랑구 면목로37길 13 (면목동),서울특별시 중랑구 면목동 655-5 
일반음식점,주당포차,서울특별시 중랑구 중랑역로 195-1 (묵동),서울특별시 중랑구 묵동 240-30 
일반음식점,두레반국수,서울특별시 중랑구 용마산로115길 87 (망우동),서울특별시 중랑구 망우동 491-49 
일반음식점,멍석숯불갈비,서울특별시 중랑구 봉우재로5길 13 (면목동),서울특별시 중랑구 면목동 191-2 
일반음식점,진미식당,서울특별시 중랑구 중랑천로30길 62 (중화동),서울특별시 중랑구 중화동 318-100 
일반음식점,태능배밭갈비,서울특별시 중랑구 동일로143길 30 (묵동),서울특별시 중랑구 묵동 249-107 
일반음식점,단골밥집단골술집,서울특별시 중랑구 용마산로116길 38 (망우동),서울특별시 중랑구 망우동 184-23 
일반음식점,순이네바지락칼국수,"서울특별시 중랑구 망우로42길 5, 1층 (상봉동)",서울특별시 중랑구 상봉동 115-22 지상1층 
일반음식점,돈촌,서울특별시 중랑구 사가정로51길 21 (면목동),서울특별시 중랑구 면목동 596-4 
일반음식점,돈뚜껑,"서울특별시 중랑구 용마산로115길 4 (망우동, 1층)",서울특별시 중랑구 망우동 486-5 
일반음식점,어깨동무,"서울특별시 중랑구 사가정로51길 44, 1층 (면목동)",서울특별시 중랑구 면목동 498-8 
일반음식점,최고집메밀촌,서울특별시 중랑구 동일로123길 5 (중화동),서울특별시 중랑구 중화동 296-1 
일반음식점,보양식당,서울특별시 중랑구 용마산로115길 27 (망우동),서울특별시 중랑구 망우동 469-24 
일반음식점,너랑나랑,서울특별시 중랑구 면목로 391 (면목동),서울특별시 중랑구 면목동 115-22 
일반음식점,이디야커피 용마산역점,서울특별시 중랑구 면목로 254-1 (면목동),서울특별시 중랑구 면목동 371-138 
일반음식점,바다회집,서울특별시 중랑구 중랑역로 219-1 (묵동),서울특별시 중랑구 묵동 237-102 
일반음식점,또바기 참숯호프주점,서울특별시 중랑구 중랑역로 28 (중화동),서울특별시 중랑구 중화동 298-38 
일반음식점,광산식당,서울특별시 중랑구 봉우재로 219 (망우동),서울특별시 중랑구 망우동 513-41 
일반음식점,푸른초원,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 
일반음식점,연평도,서울특별시 중랑구 상봉로 90 (망우동),서울특별시 중랑구 망우동 517-47 
일반음식점,쌍용각,서울특별시 중랑구 면목로56길 26 (면목동),서울특별시 중랑구 면목동 428-43 
일반음식점,경보장,서울특별시 중랑구 용마산로96길 15 (망우동),서울특별시 중랑구 망우동 441-24 
일반음식점,두리호프,서울특별시 중랑구 중랑역로 38 (중화동),서울특별시 중랑구 중화동 300-40 
일반음식점,꿀삼겹 본점,서울특별시 중랑구 봉우재로 139 (상봉동),서울특별시 중랑구 상봉동 106-5 
일반음식점,불타는곱창&막창,"서울특별시 중랑구 공릉로2길 14, 1층 (묵동)",서울특별시 중랑구 묵동 177-19 
일반음식점,유경네맛집,서울특별시 중랑구 중랑역로 232 (묵동),서울특별시 중랑구 묵동 234-12 
일반음식점,"황소곱창전골,파전",서울특별시 중랑구 중랑천로10길 60 (면목동),서울특별시 중랑구 면목동 185-18 
일반음식점,고향만두칼국수,서울특별시 중랑구 중랑역로 75 (중화동),서울특별시 중랑구 중화동 312-25 
일반음식점,윤반장,"서울특별시 중랑구 면목로55길 15, 1층 (면목동)",서울특별시 중랑구 면목동 499-12 
일반음식점,어선생,서울특별시 중랑구 용마산로115길 73 (망우동),서울특별시 중랑구 망우동 491-35 
일반음식점,청춘쪽갈비,서울특별시 중랑구 동일로139길 25 (중화동),서울특별시 중랑구 중화동 306-55 
일반음식점,다락방,서울특별시 중랑구 용마산로115길 60 (망우동),서울특별시 중랑구 망우동 490-26 
일반음식점,만나분식,서울특별시 중랑구 동일로143길 12 (묵동),서울특별시 중랑구 묵동 250-46 
일반음식점,꼬꼬바베큐치킨,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 
일반음식점,여기가좋겠네,서울특별시 중랑구 중랑천로10길 40 (면목동),서울특별시 중랑구 면목동 185-137 
일반음식점,김밥천국,서울특별시 중랑구 망우로32길 28 (상봉동),서울특별시 중랑구 상봉동 130-22 
일반음식점,웰덤치킨,서울특별시 중랑구 겸재로54길 53 (면목동),서울특별시 중랑구 면목동 69-36 
일반음식점,혜성분식,서울특별시 중랑구 상봉로11길 6 (면목동),서울특별시 중랑구 면목동 87-14 
일반음식점,장수식당,서울특별시 중랑구 동일로 645 (면목동),서울특별시 중랑구 면목동 179-23 
일반음식점,고바우식당,서울특별시 중랑구 동일로139길 34 (중화동),서울특별시 중랑구 중화동 308-30 
일반음식점,치어스,서울특별시 중랑구 면목로45길 11 (면목동),서울특별시 중랑구 면목동 601-2 
일반음식점,정카페,"서울특별시 중랑구 망우로 216-10, 1층 (상봉동)",서울특별시 중랑구 상봉동 129-71 
일반음식점,망우찜쌈밥 본점,서울특별시 중랑구 용마공원로2길 8 (망우동),서울특별시 중랑구 망우동 410-2 
일반음식점,치킨욜로강정,서울특별시 중랑구 동일로 607 (면목동),서울특별시 중랑구 면목동 172-1 
일반음식점,지리산식당,서울특별시 중랑구 용마산로 460 (망우동),서울특별시 중랑구 망우동 444-35 
일반음식점,경원식당,서울특별시 중랑구 면목천로 175 (면목동),서울특별시 중랑구 면목동 131-5 
일반음식점,성지소곱창,서울특별시 중랑구 상봉로 40 (면목동),서울특별시 중랑구 면목동 23-12 
일반음식점,사가정골목해장국,"서울특별시 중랑구 사가정로52길 3-4, 1층 (면목동)",서울특별시 중랑구 면목동 634-18 
일반음식점,오렌지,"서울특별시 중랑구 면목로 205 (면목동, 1층)",서울특별시 중랑구 면목동 398-27 
일반음식점,도깨비,서울특별시 중랑구 봉우재로43길 32 (상봉동),서울특별시 중랑구 상봉동 88-95 
일반음식점,참치애난,서울특별시 중랑구 중랑천로12길 42 (상봉동),서울특별시 중랑구 상봉동 130-71 
일반음식점,노랑통닭(면목점),서울특별시 중랑구 사가정로51길 35 (면목동),서울특별시 중랑구 면목동 595-53 
일반음식점,수동식당,서울특별시 중랑구 망우로 258 (상봉동),서울특별시 중랑구 상봉동 118-15 
일반음식점,동창야채닭갈비,서울특별시 중랑구 중랑역로 81 (중화동),서울특별시 중랑구 중화동 312-19 
일반음식점,할매보쌈,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1 
일반음식점,옛터식당,서울특별시 중랑구 중랑천로10길 63-3 (상봉동),서울특별시 중랑구 상봉동 130-159 
일반음식점,명신반점,서울특별시 중랑구 용마산로139가길 4 (신내동),서울특별시 중랑구 신내동 344-12 
일반음식점,남선반점,서울특별시 중랑구 중랑역로 145 (묵동),서울특별시 중랑구 묵동 249-111 
일반음식점,성문돈까스,서울특별시 중랑구 면목로33길 54 (면목동),서울특별시 중랑구 면목동 341-49 
일반음식점,맹돌이생선구이쌈밥,"서울특별시 중랑구 용마산로115길 59, 2층 (망우동)",서울특별시 중랑구 망우동 491-39 2층 
일반음식점,굴뚝삼겹살,서울특별시 중랑구 중랑천로12길 41 (상봉동),서울특별시 중랑구 상봉동 130-108 
일반음식점,석원,서울특별시 중랑구 봉우재로 44-1 (면목동),서울특별시 중랑구 면목동 180-33 
일반음식점,골뱅이,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 
일반음식점,맑은샘,서울특별시 중랑구 용마산로99길 13 (망우동),서울특별시 중랑구 망우동 530-1 
